0,Text,User,User ID,Description,Location
1402,RT @Rebelocracy: POLL: Who won the 2018 Midterms? Comment below and RT for better results.\n#midterms #midterm #redwave #bluewave,Jackson Street Blues,281134771,,
1403,RT @Rebelocracy: POLL: Who won the 2018 Midterms? Comment below and RT for better results.\n#midterms #midterm #redwave #bluewave,Price,841162509419720704,I'm only here to voice myself using the protection of my 1st amendment right (Bill of Rights/first 10 amendments) and trigger pansies with reality.,United States
1404,RT @Rebelocracy: POLL: Who won the 2018 Midterms? Comment below and RT for better results.\n#midterms #midterm #redwave #bluewave,MAGA Gracie,774010076768169984,"mother,  #MAGA #Conservative #Patriot SU CUSE FAN,  Rickie Fowler FAN",
1405,RT @Rebelocracy: POLL: Who won the 2018 Midterms? Comment below and RT for better results.\n#midterms #midterm #redwave #bluewave,Tee Cervantes,713545353484632064,,
1406,RT @Rebelocracy: POLL: Who won the 2018 Midterms? Comment below and RT for better results.\n#midterms #midterm #redwave #bluewave,\xe2\x9d\x8cAethelfleda\xe2\x9d\x8c,871155318633283584,"\xe2\x9d\x8cFor: Civil Dialogue, Inquiry Based Learning, Trump, and Free Speech \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 #maga #mbga -- Against: Grooming Gangs, FGM, Radical Islam & Viking Invasions\xe2\x9d\x8c","Love USA From Mercia, Born 864"
1407,RT @Rebelocracy: POLL: Who won the 2018 Midterms? Comment below and RT for better results.\n#midterms #midterm #redwave #bluewave,Texas Gal \xf0\x9f\x92\x96 #Trump2020\xe2\x9d\x8c,760180496995266560,"Proud Navy Stepmom, Mom, Nana. Happy wife! Texas #Conservative.  #DrainTheSwamp  #MAGA #tcot \n\xf0\x9f\x9a\xabLISTS #Trump2020 #KAG \n\xf0\x9f\x92\xa5Will follow as soon as able reached max",
1408,RT @Rebelocracy: POLL: Who won the 2018 Midterms? Comment below and RT for better results.\n#midterms #midterm #redwave #bluewave,Diana,1325337348,,
1409,"RT @acemaxx: The behavior of the bond market as the #midterm results were reported, chart @JohnAuthers @bopinion https://t.co/fqBGYw6Xty ht\xe2\x80\xa6",Business Cycle Investor,1380989395,Economist,United States
1410,\xf0\x9f\x99\x8c\xf0\x9f\x99\x8c\xf0\x9f\x99\x8c COME THROUGH @staceyabrams #staceyabrams #comeonnow #georgia #midterm #midtermelections #midterms2018\xe2\x80\xa6 https://t.co/2yYMKezLLw,samuel choe,66525242,"As a Christian, I'm not perfect. That's why I need God and proud to say I am a Son. Psalms 27:10, John 3: 16-17",
1411,"RT @dgapev: Claudia Schmucker: #Midterm results will lead to more punitive #tariffs, and likely stoke trade war with #China. That said, the\xe2\x80\xa6",Laura Krug,3336517876,"Head of the Director's Office @dgapev. Interested in German FSP, CFSP/CSDP, transatlantic relations and party politics. Only personal opinions.","Berlin, Deutschland"
1412,RT @jo_prue: Night of Firsts: Diverse Candidates Make History in #Midterm #Elections https://t.co/f1Rj7Eoyqc #equality,Amnesty Jugend,255027239,Die offizielle Twitter-Seite der Amnesty International Jugend. Informiere dich hier \xc3\xbcber Menschenrechte und mach gleich bei unseren Aktionen mit. Sei dabei!,Germany
1413,Formidable!   #midterm #fossilfuels #weareoilandgas @Tracee_Bentley @ColoradoOilGas @KatyaBee4 look at this chart!\xe2\x80\xa6 https://t.co/zVudckJYe2,TalkTexasOil,833035854536912899,Energy influencers/storytellers #dataviz #powered by public figures @katyabee4 @mdssecretweapon @permianlandgirl & multiple media partners #oilpublicists,"Texas, USA"
1414,RT @ItsForexTime: #MidTerm takeaways:\n&gt; #Stockmarkets are trending higher \xf0\x9f\x93\x88\n&gt; \xf0\x9f\x87\xbf\xf0\x9f\x87\xa6 $Rand gains over 1% \n&gt; Acceleration in near-term $USD weak\xe2\x80\xa6,Lexii,711058887634522112,,Afrique
1415,"RT @WValderrama: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8Two Native American women, a Somali refugee &amp; the first openly gay man elected governor, Texas sends the first 2 Hispani\xe2\x80\xa6",Balamurugan Andavar,713766300854591488,Dress Like You Own The Bank !! Not Like You Need A Loan From It \xf0\x9f\x98\x8e\xf0\x9f\x98\x8e,"Coimbatore, India"
1416,Single #vote separates candidates in north suburban race to replace state representative who resigned amid scandal\xe2\x80\xa6 https://t.co/94eDnaJP9C,\xf0\x9f\x8c\x9fS T A R G U R L\xf0\x9f\x8c\x9f,34883967,Brand founder of #celebutantelife - down for @SirGuapoMiguel - I\xe2\x9d\xa4 @TheWeeknd #AvonInsider \xe2\x99\x93\xef\xb8\x8f IG: Charmgurl_Celebutanteblog \xf0\x9f\x91\xbb: celebutanteblog,Chicago \xe2\x9c\x88 Heathrow 
1417,"@realDonaldTrump @POTUS Mr. President, please, please come to Canada and run our country. Make NORTH AMERICA great\xe2\x80\xa6 https://t.co/zslwhsgmO0",Born Again Christian,701349845622075392,LetsHoller frm rooftops intolerance perpetrated against Christians bcause 2unidentified evil illnesses #jesusphobia #repentphobia https://t.co/jY6tDmDQzY,Mercyland
1418,"RT @moiragallaga: The US just had their #midterm elections, it's a split house. &gt; \nWhen the House and the Senate Are Controlled by Differen\xe2\x80\xa6",Lorena Guzman,23170145,"A kaleidoscopic being of various influences Multilingual \xf0\x9f\x87\xab\xf0\x9f\x87\xb7Francophile \xf0\x9f\x87\xa7\xf0\x9f\x87\xb4Bolivian \xf0\x9f\x87\xa6\xf0\x9f\x87\xba Australian. Photographer, Filmmaker, French cafe owner",
1419,Trump fires Attorney General Jeff Sessions #attornygeneral #midterm #potus https://t.co/gml7Ss1f04,Daily Pakistan Global,3024265320,"Exclusive content, news & analysis you won't find anywhere else. Daily Pakistan is the most visited source of news in Pakistan. For Urdu read @dailypakistan","Lahore, Pakistan"
1420,"The behavior of the bond market as the #midterm results were reported, chart @JohnAuthers @bopinion\xe2\x80\xa6 https://t.co/YzXm6GDruE",ACEMAXX ANALYTICS,21433480,"macro economics, comics, street basketball, cross fit, dark chocolate, blogger, asset management, end this depression, now!",Zurich
1421,Explain the #midterm election poll results to your students w/ #Gizmos. Help them investigate how reliably polls es\xe2\x80\xa6 https://t.co/qoUWcy9PlB,ExploreLearning,19675956,We make Gizmos! Online math & science simulations that power inquiry and understanding. And\xe2\x80\xa6 We make Reflex! The most effective math fact fluency system ever.,
1422,"RT @moiragallaga: The US just had their #midterm elections, it's a split house. &gt; \nWhen the House and the Senate Are Controlled by Differen\xe2\x80\xa6",QuestionForAll,19017283,"Random Re-tweet from the best questions of twitter, do you play ? @questionforall",World
1423,"The US just had their #midterm elections, it's a split house. &gt; \nWhen the House and the Senate Are Controlled by Di\xe2\x80\xa6 https://t.co/uJBljREQoW",MOIRA GALLAGA,60904365,"Madridista/Feature Writer, https://t.co/LIMY5oC8Kk Presidential Protocol Officer to 3 RP Presidents/Ex Foreign Service/Diplomat's Spouse","Lisbon, Portugal"
1424,RT @KenyanTraffic: And a Kenyatta has won State House in #ElectionNight #Midterm USA \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 \nMalcolm Kenyatta win Pennsylvania State House Dist\xe2\x80\xa6,Iammureithi,1893562230,,Nairobi 
1425,#Twitter Says 'Nothing Out of the Ordinary' Seen Impacting #Midterm #Elections https://t.co/EXHTgoLRHe https://t.co/00doboyhuc,Kodkey,4626418223,,
1426,RT @TheScoopSteeve: President Donald Trump is by FAR the most pro-Israel president in the history on the United States.\n\nCan any of my Jewi\xe2\x80\xa6,K\xf0\x9f\x92\x9dK,763577670240243712,"\xf0\x9f\x8c\xb8\xf0\x9f\x8c\xb9\xf0\x9f\x92\x95\xf0\x9f\x8d\x81 Life is Amazing\xf0\x9f\x92\x95enjoy every moment~\xf0\x9f\x8c\xba\xf0\x9f\x8c\xb8\xf0\x9f\x92\x95\xf0\x9f\x8c\xbb\xf0\x9f\x92\x9d:~Freedom loving, anti~communist\xf0\x9f\x8c\xb8\xf0\x9f\x8c\xb7\xf0\x9f\x8d\x80\xf0\x9f\x8c\xba\xf0\x9f\x8c\xbb\xf0\x9f\x8c\xb9\xf0\x9f\x87\xba\xf0\x9f\x87\xb8American:-* Loving girl\xf0\x9f\x8c\xb8\xf0\x9f\x8c\xb9\xf0\x9f\x8c\xba\xf0\x9f\x8d\x81",Ohio
1427,"I think we are smart enough after #LehmanCrisis.\n\nThe CITI US Economic Surprise Index around ""0"" pre &amp; post\xe2\x80\xa6 https://t.co/UN9Co1MajL",Arnob Biswas,942233856505085953,Gateway to FX,Mumbai
1428,RT @CivicYouth: Youth turned out at the #2018midterms!\n\nOur day after youth #voterturnout estimate is the highest for a #midterm we've ever\xe2\x80\xa6,Erica Hodgin,1653745975,Associate Director of the Civic Engagement Research Group (CERG) at UC Riverside and Research Director of the Educating for Participatory Politics project,"California, USA"
1429,RT @CivicYouth: Youth turned out at the #2018midterms!\n\nOur day after youth #voterturnout estimate is the highest for a #midterm we've ever\xe2\x80\xa6,#Ed4Democracy,922593320051777537,Promoting equitable civic education for the digital age,Civic Engagement Research Group (www.civicsurvey.org)
1430,RT @StateStreetGA: #Midterm results likely to create political gridlock which should increase focus on fundamentals and be a positive for t\xe2\x80\xa6,Becks,2365237161,,UNITED KINGDOM 
1431,My prayer for this country is that we will choose to work together starting now. We will choose to put our best foo\xe2\x80\xa6 https://t.co/zkgrFd1tOQ,whomst've,2395343165,i identify as an iced coffee sometimes,"Athens, GA"
1432,What makes America great is that we have the freedom to form our own opinion and elect someone to represent us to d\xe2\x80\xa6 https://t.co/oLhxqGJqcB,whomst've,2395343165,i identify as an iced coffee sometimes,"Athens, GA"
1433,#MidTerm as a political #MiddleAge crisis? Every American President suffers it. This current one lost the House due\xe2\x80\xa6 https://t.co/yBSzh0tpEm,buti Sam KPUTU,54172671,"TEACHER. MENTOR. SOCIAL ENTREPRENEUR. \xe2\x80\x98...a NOBODY, trying to tell EVERYBODY about SOMEBODY who can Save ANYBODY\xe2\x80\x99 ~ buti Sam","Pretoria, RSA"
1434,"RT @WValderrama: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8Two Native American women, a Somali refugee &amp; the first openly gay man elected governor, Texas sends the first 2 Hispani\xe2\x80\xa6",KRS | \xe0\xae\x95\xe0\xae\xb0\xe0\xae\x9a,14840623,https://t.co/D0cz6C8q4U,New York
1435,RT @alexandragunn: Always great to see more #women in government! Tuesday's #midterm elections in the \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 were highlighted by a series of fi\xe2\x80\xa6,Cat Fortin LeFaivre,63772479,Proud #ottawa resident & fi\xc3\xa8re franco-ont. M\xc3\xa8re de 2 dragons. #femparl #cdnpoli / @Impact_Canada VP / @MATCHIntFund Comms Lead  /photo cred @pollnjihia,"Ottawa, Canada"
1436,RT @CivicYouth: Youth turned out at the #2018midterms!\n\nOur day after youth #voterturnout estimate is the highest for a #midterm we've ever\xe2\x80\xa6,Dylan Wells,753042265778614276,"Now: Investigative Intern @CBSChicago & Comms @UChiPolitics | Then: Political Unit @CBSNews and @ABCPolitics, EIC @UChicagoGate | #UChiVotes | views my own",Portland \xe2\x9c\x88\xef\xb8\x8f Chicago
1437,"RT @JamieJBartlett: In amongst the #midterm madness, San Francisco voters passed \xe2\x80\x98Proposition C\xe2\x80\x99 - a 0.5% tax on big local businesses to fu\xe2\x80\xa6",Colin Megill,15815532,"Information design, data visualization & AI, for participatory democracy & open science \xe2\x80\xa2 other half @christiemegill \xe2\x80\xa2 co-founder https://t.co/Tx1klkrW8a","Carrboro, NC"
1438,"RT @WValderrama: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8Two Native American women, a Somali refugee &amp; the first openly gay man elected governor, Texas sends the first 2 Hispani\xe2\x80\xa6",Juanita P. Casanova,66181182,"Single, Hispanic, Christian woman with a loving daughter, Destiney.  Volunteers for South Texas Red Cross. God will provide all my needs. \xf0\x9f\x98\x87",Texas
1439,RT @BillEikost: The best thing that came out of #midterm election is #Trump will finally be held accountable for anything which wasn\xe2\x80\x99t happ\xe2\x80\xa6,Betty Furey,1684828753,Conservative When people fear the government--it's Tyranny.  When the government fears the people it's--Freedom.,
1440,\xe2\x97\x8f 6-Nov-2018 -- #USA: #Midterm #elections: #Democrats won control of the #House; #Republicans/#GOP kept control of\xe2\x80\xa6 https://t.co/SXiAp1vBT6,MuchMind,56801836,INTELLECTION INTELLIGENCE\n\xe2\x97\x8fPeople's Life Concerns\n\xe2\x97\x8fState-of-Mind\n\xe2\x97\x8fAwareness/Attention Streams\n\xe2\x97\x8fEmotions/Feelings/Irrationality\n\xe2\x97\x8fUncertainty/Security\n\xe2\x97\x8fTrust,Worldwide
1441,The 2018 #Midterm #Elections welcomed several candidates who smashed through glass ceilings and broke down barriers\xe2\x80\xa6 https://t.co/IFEivZoznN,D'flip,239909426,"Everything you read here is based on my opinion. This account, I rep to the death of it...",Where your hustle determines your salary. 
1442,"RT @CStrohal: #midterm elections: Considerable reasons for criticism by @osce_odihr observation mission: rhetoric, voter identification and\xe2\x80\xa6",A.B.,375790357,Adulte Neurogenese ist keine Krankheit. \n https://t.co/9BQMKym7NB,westlich von Gr\xc3\xb6nemeyer
1443,"RT @ABAYLD: Congrats to fmr LSD &amp; YLD leaders Joe Cunningham (SC), Mike Pellicciotti (WA), Steve Watkins (KS) and current YLD Treasurer Day\xe2\x80\xa6",American Bar Association,72638170,"The American Bar Association provides resources to assist lawyers and judges, accredits law schools, and works to improve the legal system for the public.","Chicago, IL"
1444,@TVietor08 @Red_Shirt_Dude Where's @CarterCenter in this? Why aren't they monitoring this election? Here's the ones\xe2\x80\xa6 https://t.co/5XYw50gyof,Christina Leimer,863183913593708544,"Human Rights, Social Conscience, Democracy, Income Equality, Social Safety Net, Federal Protections. If you contact me to debate, bring facts. #FBR Ph.D. \xe2\x99\x92\xf0\x9f\x8c\x88\xf0\x9f\x87\xba\xf0\x9f\x87\xb8","California, USA"
1445,What\xe2\x80\x99s the answer?\n#SATPractice #Math #ACTPractice #MathProblem #SolveThis #Midterm #Midterms2018 #Trump #SMART\xe2\x80\xa6 https://t.co/JIEkngTUdI,The Jax Tutor,1050039189922869249,"Standardized Test Tutor for High School Kids\nACT, SAT, PSAT Tutor\nAP Math, AP Physics, AP Stats & AP Calculus Tutor","Jacksonville Beach, FL"
1446,RT @Rebelocracy: POLL: Who won the 2018 Midterms? Comment below and RT for better results.\n#midterms #midterm #redwave #bluewave,Trumplican,112853360,Sales. Coach. Conservative/libertarian. Biopharma and tech industry expert. Capitalist. Half marathoner. Somm loves wine.,San Francisco
1447,"So for Au tweeps - Illinois' #midterm electoral candidates included an open supporter of nazism.\nHe lost, but that\xe2\x80\xa6 https://t.co/rXz80YW4Rd",Elizabeth,1464441877,"Investigative/archival journalism rsch, efficacy & innovation; democracy=equality; PhD. RTs=some1 else's views/news; https://t.co/kSETxP97TA",Switzerland-Australia
1448,Johnson called to \xe2\x80\x9cRestore the credibility of the Science Committee as a place where science is respected and recog\xe2\x80\xa6 https://t.co/i33EFeR1Q5,Madeleine,911402425071714304,Media Campaigner and Producer,Sydney
1449,"RT @StateStreetETFs: Historically, markets have performed well around #midterm elections. Could this year be an outlier? Chief Investment S\xe2\x80\xa6",Gina costa,913948967741919233,,"Michigan, USA"
1450,"RT @StateStreetETFs: Historically, markets have performed well around #midterm elections. Could this year be an outlier? Chief Investment S\xe2\x80\xa6",Cathy Elings-Sysel,1170451458,Plexus Ambassador.  Project Manager.,"Iowa, USA"
1451,RT @SoniaKatiMota: CONGRATS\xf0\x9f\xa5\xb3#RashidaTlaib\xf0\x9f\x91\x8f\n#Palestinian-#American woman wins seat in Congress\n(7 Nov 2018) #Michigan activist and attorney\xe2\x80\xa6,Givi,1035651214552252417,Historian.,"Florida, USA"
1452,"ABC Channel 13, was covering the #caravan, before the #midterm elections, I guess the caravan is not important now, WAKE UP.",WJRoberson Jr.,821549743,,
1453,"The Blue Wave Failed, Republicans Won Out Overall https://t.co/xj6Gl1uphd by @Timcast \n\n#Midterm #Democrat\xe2\x80\xa6 https://t.co/XV4ljK3Mwq",n1k\xcc\xa5\xcc\xa9\xcc\xa5\xcc\xa9\xcc\xa5\xcc\xa5\xcc\xa9\xcc\xa5\xcc\xa9\xcc\xa5\xcc\xa5\xcc\xa90,95953697,"Full stack developer, sysadmin; amateur illustrator; blues guitar-player; intermittent faster & ever-learning geek. Loving this simulation we call life.",OSI Layers: 3 to 7
1454,"The #midterm elections in a historical perspective, based on data from The NY Times: #MidtermElection2018\xe2\x80\xa6 https://t.co/fcJ1Y7xPkT","\xf0\x9f\x8c\xb4Real\xe2\x9d\x8cNews, Inc.\xf0\x9f\x90\xaa",4852587215,Make America kind. Due process protects accused & accuser. Protect freedom of speech & sincere discussion. Stop Leftist mobs & groupthink. Love babies bacon #2A,Trump Tower
1455,RT @CivicYouth: Youth turned out at the #2018midterms!\n\nOur day after youth #voterturnout estimate is the highest for a #midterm we've ever\xe2\x80\xa6,Georgie Jones,548078044,"likes: French fries, dogs, @nationals.",
1456,#Marijuana Won The #Midterm #Elections https://t.co/KwJNOgvYCd,CannaBloc,1017458825216000001,Irish owned \xe2\x98\x98\xef\xb8\x8f #Blockchain #BigData software company working within the legal #Cannabis Space. CoFounded @MartiMurtagh,"Belfast, Northern Ireland"
1457,"RT @WValderrama: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8Two Native American women, a Somali refugee &amp; the first openly gay man elected governor, Texas sends the first 2 Hispani\xe2\x80\xa6",Marley M.Shield,245200957,24 \xe2\x80\xa2 Psychology/Sociology Major,"Lethbridge, Alberta"
1458,RT @ItsForexTime: #MidTerm takeaways:\n&gt; #Stockmarkets are trending higher \xf0\x9f\x93\x88\n&gt; \xf0\x9f\x87\xbf\xf0\x9f\x87\xa6 $Rand gains over 1% \n&gt; Acceleration in near-term $USD weak\xe2\x80\xa6,J.O Properties Plus,2480388608,Real Estate Broker\n\xe2\x9a\xaaSale\xe2\x9a\xaaLease\xe2\x9a\xaaManagement \n+2347060621277\n+2349056657488,Lagos
1459,US #midterm elections: Democrats must not overplay their hand https://t.co/328kxCDgGz via @FT,Vineet Tandon,819448915,A Bon Vivant 'Zorba' hoping to be a 'Buddha' someday !!!,Singapore | Dubai | Mum | Goa
1460,"RT @YiwenLin10: In many long nights just like NOW when I am reviewing materials for next day\xe2\x80\x99s economics exam, I always ask myself how thes\xe2\x80\xa6",Chris Will,955372647315132416,My name is Chris Will and I want to help people achieve their goals and by doing that change the world.\n\nmy book life goals is here\nhttps://t.co/DKM7iMMnQH,Israel
1461,RT @SoniaKatiMota: CONGRATS\xf0\x9f\xa5\xb3#RashidaTlaib\xf0\x9f\x91\x8f\n#Palestinian-#American woman wins seat in Congress\n(7 Nov 2018) #Michigan activist and attorney\xe2\x80\xa6,james richards,300259617,,
1462,"In many long nights just like NOW when I am reviewing materials for next day\xe2\x80\x99s economics exam, I always ask myself\xe2\x80\xa6 https://t.co/HdKpmkWCAw",Yiwen Lin,1058205815566413824,"Two years in Wuhan University, now studying in University of Michigan/ love cooking and everything delicious/ lifelong learner/always curious and passionate","Ann Arbor, MI"
1463,\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f y\xe2\x80\x99all still haven\xe2\x80\x99t learned #oop #comeon #comeonnow #how #howswayhow #imconfused #midterm\xe2\x80\xa6 https://t.co/4thfZFLzvO,samuel choe,66525242,"As a Christian, I'm not perfect. That's why I need God and proud to say I am a Son. Psalms 27:10, John 3: 16-17",
1464,"RT @WValderrama: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8Two Native American women, a Somali refugee &amp; the first openly gay man elected governor, Texas sends the first 2 Hispani\xe2\x80\xa6",\xf0\x9f\x90\x9dCuz\xf0\x9f\x8e\xbcj.lor says...,1018330225,\xe2\x9a\xa1  Let's all jus'    ---  V i B e  --- \xe2\x9a\xa1 https://t.co/D4XU5lu4x7 \n... jameslorence10   \xe2\x9a\xa1 \xf0\x9f\x90\x9dcuz  I say! \xe2\x9a\xa1,United States
1465,Man this #midterm election has damn near started a civil war,Parker,760213275971874816,"I love metal ,drinking ,pissing mother fuckers off ,and being a good dad and husband to my family","West Virginia, USA"
1466,"RT @HeidiSchlumpf: Catholics don't have a home in either political party, says @MurphHimself at #midterm post-mortem at @LoyolaChicago @Han\xe2\x80\xa6",michael murphy,2478847928,director; academic; critic-advocate; part-time politico; occasional blogger; husbandfathercitizen; impresario; disco dance instructor; mensch-in-training,
1467,Yesterday was a good day. \n.\n.\n.\n.\n.\n#vote #voter #election #election2018 #electionday #midterms #midtermelections\xe2\x80\xa6 https://t.co/IbhfARAmJf,Briana James,472079175,"God first :) Hebrews 12:1-2! Writer, Director, Producer: Theatre, Musicals, Film! Musicals in development! #spreadingjoyandlove #changingtheuniverse","New York, NY"
1468,RT @54TB12: @AC360 @Acosta @CNN delusion continues. JimAcosta clearly had his left hand on the woman\xe2\x80\x99s arm and hand.\n\n#CNN is the worst of\xe2\x80\xa6,Mike F,1691499066,"Resistance to an improving economy, great job market & less regulations is just unAmerican.  Facts don\xe2\x80\x99t lie, people do. RT\xe2\x80\x99s are not an endorsement.","Evergreen, CO"
1469,@AC360 @Acosta @CNN delusion continues. JimAcosta clearly had his left hand on the woman\xe2\x80\x99s arm and hand.\n\n#CNN is t\xe2\x80\xa6 https://t.co/0fovi9AB8Y,\xf0\x9f\xa4\xab,1186762116,\xf0\x9f\x98\x89 Have a great day.,
1470,RT @KennedyNation: Let me nurse your #midterm #hangover w #hotfreedom as @ChadPergram\n@nedryun\n@antjuansea\n@guypbenson\n@robbysoave\n@Deirdre\xe2\x80\xa6,Rcal,53432272,,"California, USA"
1471,So the democratic party got a whole bunch of seats this #midterm but still are the minority in the legislative bran\xe2\x80\xa6 https://t.co/h1Urq1eGhJ,Hawaii Kush 5000,1050916720649494528,That bitch.,"Merced, CA"
1472,RT @ceteraIM: New market commentary discusses the #midterm election results and its market implications. Gridlock is likely to ensue as Dem\xe2\x80\xa6,Gene Goldman,388918901,Gene Goldman is CIO/Director of Research for Cetera Investment Management (CIM) (@CeteraIM). CIM is owned by @CeteraFinancial,California
1473,Voters in #US gave #Democrats a victory in Congress while #Republicans extended their lead in #Senate. Donald\xe2\x80\xa6 https://t.co/AkZheA9GhN,zaheerana,17797104,"Do your best & celebrate LIFE! Strive for amity between people of different faiths, seek social justice & peace in all forums.",
1474,RT @DaniloStancato: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #MidtermElection2018 #Live \xf0\x9f\x93\x88\n\nThanks to @business \n\n#Usa #Midterm2018 #ElectionResults #MidtermElections2018 #Midter\xe2\x80\xa6,Simona,1060358023829446661,Lo stile,"Lazio, Italia"
1475,RT @alexandragunn: Always great to see more #women in government! Tuesday's #midterm elections in the \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 were highlighted by a series of fi\xe2\x80\xa6,Chance the Dapper,16642807,"We can't all be hyper-neurotic pop culture geeks, can we? \xe2\x80\xa2 Social Media Enthusiast \xe2\x80\xa2 City Lifestyle \xe2\x80\xa2 Music \xe2\x80\xa2 Food \xe2\x80\xa2 Film \xe2\x80\xa2 Karaoke \xe2\x80\xa2 Change \xe2\x80\xa2 Superconnector \xe2\x80\xa2",Toronto
1476,Political junkies across Canada closely watch U.S. #midterm #elections at viewing parties https://t.co/sTa436irNE https://t.co/Ps0R8RO8ai,NewsInn,3558044462,"An Artificial Intelligence Application created for aggregating, processing and delivering the news in an easy-to-understand fashion",
1477,RT @Rebelocracy: POLL: Who won the 2018 Midterms? Comment below and RT for better results.\n#midterms #midterm #redwave #bluewave,Chauvinist\xf0\x9f\xa6\x81Jeff\xe2\x9d\x8cM\xf0\x9f\x87\xba\xf0\x9f\x87\xb8A\xf0\x9f\x87\xba\xf0\x9f\x87\xb8G\xf0\x9f\x87\xba\xf0\x9f\x87\xb8A\xf0\x9f\x87\xba\xf0\x9f\x87\xb8,894308488356265984,I don't tolerate #Democrats #Socialist nazi's!\n\nI BLOCK all nazi's.\n\n\n #WalkAway,"Moscow, Russia"
1478,"Wow, so many firsts - first indigenous woman, first woman of colour...and more #midterm -  How many women won? We t\xe2\x80\xa6 https://t.co/97A0uKzaKr",John Siddham,60308093,"Interested in global affairs, social justice, gender relations, indigenous justice, philosophy, culture & religions, from the angle of the poor and vulnerable",Melbourne
1479,RT @Rebelocracy: POLL: Who won the 2018 Midterms? Comment below and RT for better results.\n#midterms #midterm #redwave #bluewave,\xe2\xad\x90 \xe2\xad\x90  \xe2\xad\x90 TheScotsIrishGerman=AmericanPatriot,818833816991084544,#TrumpTrain #WWG1WGA #BornAgain #MAGA #KAG2020 #WalkAway #Fighting4Trump #Armybrat #AirForceVet #2nd #MCGA #BoycottHollywood\n#KavenaughsRevenge,"California, USA"
1480,The 2018 U.S. #midterm elections went well for the #crypto community! Great to see these supporters of #blockchain\xe2\x80\xa6 https://t.co/HJh1jGI1mf,blockrize,966405984930340864,The blockrize card is the first credit card with rewards in Bitcoin! Earn Bitcoin or Ethereum fee-free every time you use your card. Join the waitlist!,
1481,"US-Scientists are coming to Congress, @qz https://t.co/QSGvvRB8Ln #health #climatechange #science #space\xe2\x80\xa6 https://t.co/kCHZJgwDvC",EnviroEdgeNews,171828737,"#Environment #news from world views, this is @EnviroEdgeNews. #Earth is not a dump, it's a gift to be regarded as such for all co-habitants. #climatechange",
1482,RT @ceteraIM: New market commentary discusses the #midterm election results and its market implications. Gridlock is likely to ensue as Dem\xe2\x80\xa6,Cetera Specialists,861996909287936001,The leading growth consultant for tax pro's and CPAs - we specialize in helping successfully integrate investment services into your practice. Member FINRA/SIPC,"Schaumburg, IL"
1483,Is Ohio a red state? Midterms may have changed state\xe2\x80\x99s status as swing state https://t.co/GQJISPbXVB @hrshively\xe2\x80\xa6 https://t.co/P3sW62CGM7,journalnews,15688704,"We do local best, covering Butler and Warren counties in Southwest #Ohio","Butler County, Ohio"
1484,Remember when people were putting RIP Harambe just 2 years ago???? #MidtermElections2018 #Midterm2018 #Midterm\xe2\x80\xa6 https://t.co/Vi3hkEL3bE,Franco,4417620433,Fuck y\xe2\x80\x99all fr,
1485,STEVE QUAYLE -GET READY! Midterm Madness\nTrump #MidTerm \n https://t.co/ttef1p28CW via @YouTube,Pastor Omayra Rivera,4769316554,Saved protected by The Holy BLOOD of JESUS Messiah. Bless the World & POTUS TRUMP\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #MAGA #KAG #QArmy #StopBabyKillers \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbdFollow me at https://t.co/gm9QsuRWJ6 @PastorOmayra,"Oklahoma, USA"
1486,"LOL, @maddow just said of #Trump:\n\n\xe2\x80\x9cI am POTUS, hear me roar!\xe2\x80\x9d \n\nShe actually pounded on her chest as she described\xe2\x80\xa6 https://t.co/2Zu6C5O743",Just Jodene,903002488915333122,Humorous Mom/Grandma #ResistTrump\xf0\x9f\xa4\xa1#VetsResist #MeToo #Mueller #LGBTQ #VoteBlue #DACA #Democracy #GeeksResist #GunSense #PetsResist #GlobalWarming #Women #MSNBC,"Lincoln, IL"
1487,Sat down today to watch the full post #midterm press conference of @realDonaldTrump ... The whole thing is a joke.\xe2\x80\xa6 https://t.co/Wgm0Sofcby,James Somaeck,1045574293168345088,,
1488,RT @KennedyNation: Let me nurse your #midterm #hangover w #hotfreedom as @ChadPergram\n@nedryun\n@antjuansea\n@guypbenson\n@robbysoave\n@Deirdre\xe2\x80\xa6,Matt Haferkamp,2312678198,"God first!!  Pro Trump @NRA. constitution.  NOT LOOKING FOR A MATE, I AM 56 YEARS OLD. @2, @1. No muslims. No porn, thanks I always follow back!!",
